source,question_id,subject,question,question_type,answer_options,num_options,question_length
Pew_American_Trends_Panel_W32.csv,818,General Opinion,How much do you agree or disagree with the following statement? The economic system in this country is generally fair to most Americans.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,136
Pew_American_Trends_Panel_W32.csv,819,General Opinion,How much do you agree or disagree with the following statement? The obstacles that once made it harder for women than men to get ahead are now largely gone.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,156
Pew_American_Trends_Panel_W32.csv,820,General Opinion,How much do you agree or disagree with the following statement? There are still significant obstacles that make it harder for women to get ahead than men.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,154
Pew_American_Trends_Panel_W32.csv,821,General Opinion,How much do you agree or disagree with the following statement? The government should do more to solve problems.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,112
Pew_American_Trends_Panel_W32.csv,822,General Opinion,How much do you agree or disagree with the following statement? The government is doing too many things better left to businesses and individuals.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,146
Pew_American_Trends_Panel_W32.csv,823,General Opinion,How much do you agree or disagree with the following statement? There are some situations in which abortion should be restricted.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,129
Pew_American_Trends_Panel_W32.csv,824,General Opinion,How much do you agree or disagree with the following statement? There are no situations at all where abortion should be restricted.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,131
Pew_American_Trends_Panel_W32.csv,825,General Opinion,How much do you agree or disagree with the following statement? There are some situations in which abortion should be allowed.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,126
Pew_American_Trends_Panel_W32.csv,826,General Opinion,How much do you agree or disagree with the following statement? There are no situations at all where abortion should be allowed.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,128
Pew_American_Trends_Panel_W32.csv,827,General Opinion,How much do you agree or disagree with the following statement? Abortion should be illegal in all or most cases.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,112
Pew_American_Trends_Panel_W32.csv,828,General Opinion,How much do you agree or disagree with the following statement? Abortion should be legal in all or most cases.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,110
Pew_American_Trends_Panel_W32.csv,829,Media,"How much do you agree or disagree with the following statement? Thinking about news and information online, including social media, technology companies should take steps to restrict false information online.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,208
Pew_American_Trends_Panel_W32.csv,830,Media,"How much do you agree or disagree with the following statement? Thinking about news and information online, including social media, the government should take steps to restrict false information online.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,202
Pew_American_Trends_Panel_W32.csv,831,Media,"How much do you agree or disagree with the following statement? Thinking about news and information online, including social media, people's freedom to publish and access information should be protected.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,203
Pew_American_Trends_Panel_W34.csv,832,Science,How positive or negative of an effect do you think science has had on people's daily lives?,PositiveNegative,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",5,91
Pew_American_Trends_Panel_W34.csv,833,Science,How positive or negative of an effect do you think science has had on the quality of food in the U.S.?,PositiveNegative,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",5,102
Pew_American_Trends_Panel_W34.csv,834,Science,How positive or negative of an effect do you think science has had on the quality of Health care in the U.S.?,PositiveNegative,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",5,109
Pew_American_Trends_Panel_W34.csv,835,Science,How positive or negative of an effect do you think science has had on the quality of the environment in the U.S.?,PositiveNegative,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",5,113
Pew_American_Trends_Panel_W34.csv,836,Politics & Government,How much do you agree or disagree with the following statement? Government investements in basic scientific research usually pay off in the long run.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,149
Pew_American_Trends_Panel_W34.csv,837,Politics & Government,How much do you agree or disagree with the following statement? Government investements in basic scientific research usually are not worth it.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,142
Pew_American_Trends_Panel_W34.csv,838,Politics & Government,How much do you agree or disagree with the following statement? Government investements in engineering and technology usually pay off in the long run.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,150
Pew_American_Trends_Panel_W34.csv,839,Politics & Government,How much do you agree or disagree with the following statement? Government investements in engineering and technology usually are not worth it.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,143
Pew_American_Trends_Panel_W34.csv,840,Politics & Government,How much do you agree or disagree with the following statement? Government investements in medical research usually pay off in the long run.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,140
Pew_American_Trends_Panel_W34.csv,841,Politics & Government,How much do you agree or disagree with the following statement? Government investements in medical research usually are not worth it.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,133
Pew_American_Trends_Panel_W82.csv,842,Politics & Government,How much do you agree or disagree with the following statement? Many of the problems facing our country can be solved by working with other countries.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,150
Pew_American_Trends_Panel_W82.csv,843,Politics & Government,How much do you agree or disagree with the following statement? Few of the problems facing our country can be solved by working with other countries.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,149
Pew_American_Trends_Panel_W82.csv,844,Politics & Government,How much do you agree or disagree with the following statement? Government investment in research is essential for scientific progress.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,135
Pew_American_Trends_Panel_W82.csv,845,Politics & Government,"How much do you agree or disagree with the following statement? Private investment will ensure that enough scientific progress is made, even without government investment.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,171
Pew_American_Trends_Panel_W34.csv,846,Science,"How acceptable, if at all, do you think the use of animals in scientific research is?",Acceptance,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",4,85
Pew_American_Trends_Panel_W34.csv,854,General Opinion,"How much health risk, if any, does eating fruits and vegetables grown with pesticides have for the average person over the course of their lifetime?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,148
Pew_American_Trends_Panel_W34.csv,855,General Opinion,"How much do you agree or disagree with the following statement? The average person is exposed to additives in the food they eat every day, which pose a serious risk to their health.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,181
Pew_American_Trends_Panel_W34.csv,856,General Opinion,How much do you agree or disagree with the following statement? The average person is exposed to additives in the food they eat every day but they eat such a small amount that this does not pose a serious risk to their health.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,226
